"ENRIQ_10_S11_L001"	"ENRIQ_11_S12_L001"	"ENRIQ_12_S13_L001"	"ENRIQ_13_S14_L001"	"ENRIQ_14_S15_L001"	"ENRIQ_15_S16_L001"	"ENRIQ_16_S17_L001"	"ENRIQ_17_S18_L001"	"ENRIQ_18_S19_L001"	"ENRIQ_19_S20_L001"	"ENRIQ_1_S2_L001"	"ENRIQ_20_S21_L001"	"ENRIQ_21_S22_L001"	"ENRIQ_22_S23_L001"	"ENRIQ_23_S24_L001"	"ENRIQ_24_S25_L001"	"ENRIQ_25_S26_L001"	"ENRIQ_26_S27_L001"	"ENRIQ_27_S28_L001"	"ENRIQ_28_S29_L001"	"ENRIQ_29_S30_L001"	"ENRIQ_2_S3_L001"	"ENRIQ_30_S31_L001"	"ENRIQ_31_S32_L001"	"ENRIQ_32_S33_L001"	"ENRIQ_33_S34_L001"	"ENRIQ_34_S35_L001"	"ENRIQ_35_S36_L001"	"ENRIQ_36_S37_L001"	"ENRIQ_3_S4_L001"	"ENRIQ_4_S5_L001"	"ENRIQ_5_S6_L001"	"ENRIQ_6_S7_L001"	"ENRIQ_7_S8_L001"	"ENRIQ_8_S9_L001"	"ENRIQ_9_S10_L001"
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops"	0	0	0	0.00625	0	0.00815	0	0	0.00826	0	0	0.00648	0	0	0	0	0.00219	0	0.01104	0	0	0	0	0	0	0.00097	0.0022	0	0.0116	0	0	0	0	0	0	0.01066
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__SGB10068"	0	0	0	4.59735	6.66657	6.83008	2.76345	4.33752	3.75509	2.89362	0	2.78343	3.44805	3.49106	2.61131	3.15112	3.75222	5.04549	4.98995	2.15254	4.24069	0	3.31705	2.5354	2.27655	2.83364	2.1863	2.37549	2.47206	0	0	0	0	0	0	0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum|t__SGB6031"	0	0	0	0.3254	0.39648	0.61299	0.31123	0.36532	0.39002	0.39966	0	0.19804	0.25452	0.31313	0.22688	0.16218	0.06616	0	0.10536	0.038	0.08354	0	0	0	0.01811	0	0.01899	0	0.05082	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus|t__SGB7044"	0	0	0	0.19626	0.03328	0.12303	0.11936	0.0257	0.15906	0.16988	0	0.20219	0.17214	0.21642	0.14201	0.17608	3.82619	4.51326	4.45015	8.11538	3.81415	0	3.04453	2.3464	2.49226	2.10612	2.49308	2.46998	2.31356	0	0	0	0	0	0	0.00776
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__SGB2295"	0	0	0	0.06223	0	0	0	0.01412	0.00606	0	0	0.02469	0	0	0.01715	0.02015	0.13959	0	0.13072	0.03684	0.11066	0	0.05982	0.09801	0.11397	0.1063	0.10852	0.08854	0.10686	0	0	0	0	0	0	0.01668
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_rhamnosus|t__SGB7144"	0	0	0	0.04111	0	0.00379	0	0	0	0	0	0.01016	0	0	0	0	0	0	0.00409	0.02566	0	0	0	0	0.00395	0	0.00161	0	0.00859	0	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__CFGB2395|o__OFGB2395|f__FGB2395|g__GGB6547|s__GGB6547_SGB9247|t__SGB9247"	0	0	0	0.03969	0	0.05267	0.04651	0.01238	0.04971	0.05837	0	0.05329	0	0.02594	0	0	0.04474	0	0.0557	0.01144	0	0	0	0	0.05852	0.02666	0.06799	0.05251	0.05202	0	0	0	0	0	0	0.0111
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Culturomica|s__Culturomica_massiliensis|t__SGB1791"	0	0	0	0.01665	0	0.01237	0	0	0.01251	0.00671	0	0.02191	0	0	0	0	0.02178	0	0.00967	0.00705	0	0	0	0	0.00598	0.01327	0.02666	0.00607	0.02725	0	0	0	0	0	0	0.01118
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__SGB7967"	0	0	0	0.01295	0	0.0597	0	0	0.01239	0	0	0	0	0	0	0	0.01475	0	0.07074	0	0	0	0	0	0	0	0.00066	0	0.01194	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops|t__SGB2286"	0	0	0	0.00625	0	0.00815	0	0	0.00826	0	0	0.00648	0	0	0	0	0.00219	0	0.01104	0	0	0	0	0	0	0.00097	0.0022	0	0.0116	0	0	0	0	0	0	0.01066
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria"	0	0	0	0	0	0.00745	0	0	0	0.03371	0	0.03913	0	0	0	0.01901	0.09197	0	0.03384	0	0.04065	0	0	0	0.04352	0.06235	0.08395	0.12782	0.0813	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria|t__SGB7114"	0	0	0	0	0	0.00745	0	0	0	0.03371	0	0.03913	0	0	0	0.01901	0.09197	0	0.03384	0	0.04065	0	0	0	0.04352	0.06235	0.08395	0.12782	0.0813	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter"	0	0	0	0	0	0	0	0	0.00836	0	0	0	0	0	0	0	0.02857	0	0.04622	0	0	0	0	0	0	0.02049	0.01099	0.01573	0.05257	0	0	0	0	0	0	0.0198
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei"	0	0	0	0	0	0	0	0	0.01639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4"	0	0	0	0	0	0	0	0	0.00836	0	0	0	0	0	0	0	0.02857	0	0.04622	0	0	0	0	0	0	0.02049	0.01099	0.01573	0.05257	0	0	0	0	0	0	0.0198
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei|t__SGB14737"	0	0	0	0	0	0	0	0	0.01639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_ER4|t__SGB15254"	0	0	0	0	0	0	0	0	0.00836	0	0	0	0	0	0	0	0.02857	0	0.04622	0	0	0	0	0	0	0.02049	0.01099	0.01573	0.05257	0	0	0	0	0	0	0.0198
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574"	0	0	0	0	0	0	0	0	0	0.11749	0	0.03465	0	0	0.01779	0.04488	0.05003	0	0.0487	0.05936	0	0	0	0	0	0.02036	0	0.02001	0.05816	0	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574|s__GGB6574_SGB9290"	0	0	0	0	0	0	0	0	0	0.11749	0	0.03465	0	0	0.01779	0.04488	0.05003	0	0.0487	0.05936	0	0	0	0	0	0.02036	0	0.02001	0.05816	0	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574|s__GGB6574_SGB9290|t__SGB9290"	0	0	0	0	0	0	0	0	0	0.11749	0	0.03465	0	0	0.01779	0.04488	0.05003	0	0.0487	0.05936	0	0	0	0	0	0.02036	0	0.02001	0.05816	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB5060"	0	0	0	0	0	0	0	0	0	0	0.00639	0	0	0	0	0	0	0	0.00782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01951
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella"	0	0	0	0	0	0	0	0	0	0	0	0.00874	0	0	0	0	0	0	0.01751	0	0	0	0	0	0.00635	0	0.00863	0	0.00344	0	0	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma"	0	0	0	0	0	0	0	0	0	0	0	0.00079	0	0	0	0	0	0	0.00264	0	0	0	0	0	0.00602	0	0.00648	0	0.00949	0	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_SGB9281"	0	0	0	0	0	0	0	0	0	0	0	0.01365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00916	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta"	0	0	0	0	0	0	0	0	0	0	0	0.00874	0	0	0	0	0	0	0.01751	0	0	0	0	0	0.00635	0	0.00863	0	0.00344	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB6276"	0	0	0	0	0	0	0	0	0	0	0	0.00146	0	0	0	0	0.01534	0	0.02625	0	0	0	0	0	0	0.00862	0.00514	0	0.02372	0	0	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_phocaeensis"	0	0	0	0	0	0	0	0	0	0	0	0.00079	0	0	0	0	0	0	0.00264	0	0	0	0	0	0.00602	0	0.00648	0	0.00949	0	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_SGB9281|t__SGB9281"	0	0	0	0	0	0	0	0	0	0	0	0.01365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00916	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta|t__SGB14809"	0	0	0	0	0	0	0	0	0	0	0	0.00874	0	0	0	0	0	0	0.01751	0	0	0	0	0	0.00635	0	0.00863	0	0.00344	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB6276|t__SGB6276"	0	0	0	0	0	0	0	0	0	0	0	0.00146	0	0	0	0	0.01534	0	0.02625	0	0	0	0	0	0	0.00862	0.00514	0	0.02372	0	0	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_phocaeensis|t__SGB33571"	0	0	0	0	0	0	0	0	0	0	0	0.00079	0	0	0	0	0	0	0.00264	0	0	0	0	0	0.00602	0	0.00648	0	0.00949	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01517	0	0.00243	0	0	0	0	0	0.00802	0	0	0	0.00581	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9522"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281	0	0	0	0	0	0	0	0	0	0	0	0.00555	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0825	0	0.0295	0	0	0	0	0	0.06526	0.0172	0.08099	0.01941	0.04104	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01517	0	0.00243	0	0	0	0	0	0.00802	0	0	0	0.00581	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_paravirosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01245	0	0.08012	0	0	0	0	0	0	0	0.00455	0.02011	0.00303	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9522|s__GGB9522_SGB14921"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281	0	0	0	0	0	0	0	0	0	0	0	0.00555	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00278	0	0.01122	0	0	0	0	0	0	0	0.00546	0	0.01096	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis|t__SGB2299"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0825	0	0.0295	0	0	0	0	0	0.06526	0.0172	0.08099	0.01941	0.04104	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3993"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0248	0	0.04049	0	0	0	0	0	0.04033	0.00957	0.05833	0.02378	0.03256	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus|t__SGB5065"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01517	0	0.00243	0	0	0	0	0	0.00802	0	0	0	0.00581	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_paravirosa|t__SGB1785"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01245	0	0.08012	0	0	0	0	0	0	0	0.00455	0.02011	0.00303	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__SGB4960"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01086	0	0.00503	0	0	0	0	0	0	0	0.00825	0	0.02285	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3991"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00625	0	0.02849	0	0	0	0	0	0	0	0.01297	0	0.0312	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9522|s__GGB9522_SGB14921|t__SGB14921"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00281	0	0	0	0	0	0	0	0	0	0	0	0.00555	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis|t__SGB2296"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00278	0	0.01122	0	0	0	0	0	0	0	0.00546	0	0.01096	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_bacterium|t__SGB15356"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125	0	0.01856	0	0	0	0	0	0	0	0.00122	0	0.00162	0	0	0	0	0	0	0.01286
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02785	0	0	0	0	0	0	0	0.01127	0	0.01383	0	0	0	0	0	0	0.01192
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9694"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3433"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133	0	0	0	0	0	0	0	0	0	0.00364	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02785	0	0	0	0	0	0	0	0.01127	0	0.01383	0	0	0	0	0	0	0.01192
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01318	0.18479	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9694|s__GGB9694_SGB15203"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3433|s__GGB3433_SGB4573"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133	0	0	0	0	0	0	0	0	0	0.00364	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis|t__SGB6847"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02096	0	0	0	0	0	0	0	0.00381	0	0.00984	0	0	0	0	0	0	0.01044
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri|t__SGB7038_group"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01318	0.18479	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9694|s__GGB9694_SGB15203|t__SGB15203"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis|t__SGB6846"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00689	0	0	0	0	0	0	0	0.00746	0	0.00398	0	0	0	0	0	0	0.00148
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB15382"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00411
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12|t__SGB8059_group"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB4746"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211	0	0	0	0	0	0	0	0.00427	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB14311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00152	0	0	0	0	0	0	0	0	0	0.01115	0	0	0	0	0	0	0.00625
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3433|s__GGB3433_SGB4573|t__SGB4573_group"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133	0	0	0	0	0	0	0	0	0	0.00364	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Lactobacillus_vaginalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Lactobacillus_vaginalis|t__SGB7098"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00449	0	0.00222	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00449	0	0.00222	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_schinkii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum|t__SGB4699"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00449	0	0.00222	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_schinkii|t__SGB4825"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB3574"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00093	0	0.00569	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00926	0	0	0	0	0	0	0.00158
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00683	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB1538"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00564	0	0	0	0	0	0	0.00419
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__GGB4456"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00926	0	0	0	0	0	0	0.00158
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_sp_NSJ_43"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00817	0	0	0	0	0	0	0.00822
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00683	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__GGB1538|s__GGB1538_SGB2121"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00564	0	0	0	0	0	0	0.00419
